REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	avg	enhancerRank	isSuper
1_chr15_89528231_89531948_lociStitched	chr15	89528231	89531948	1	3718	1891.6432499999999	5093	0
1_chr5_148807545_148811314_lociStitched	chr5	148807545	148811314	1	3770	1891.5354666666665	5094	0
1_chr3_186758060_186763028_lociStitched	chr3	186758060	186763028	1	4969	1890.4895999999999	5095	0
2_chr15_101471716_101473892_lociStitched	chr15	101471716	101482443	2	4338	1889.3822666666672	5096	0
1_chr11_12107227_12112911_lociStitched	chr11	12107227	12112911	1	5685	1888.9826666666665	5097	0
1_chr1_16532416_16534387_lociStitched	chr1	16532416	16534387	1	1972	1888.6450499999999	5098	0
1_chr9_127556346_127560783_lociStitched	chr9	127556346	127560783	1	4438	1888.6090499999998	5099	0
chr17_8076753_8080607	chr17	8076753	8080607	1	3855	1888.4600000000003	5100	0
1_chr12_108705658_108709367_lociStitched	chr12	108705658	108709367	1	3710	1887.7573666666667	5101	0
2_chr4_144265295_144270274_lociStitched	chr4	144265295	144282850	2	8194	1887.4550833333333	5102	0
1_chr7_74030348_74032829_lociStitched	chr7	74030348	74032829	1	2482	1887.4207500000002	5103	0
1_chr20_12032693_12036039_lociStitched	chr20	12032693	12036039	1	3347	1887.3670666666667	5104	0
1_chr7_105316369_105320234_lociStitched	chr7	105316369	105320234	1	3866	1885.6690833333334	5105	0
1_chr8_29629721_29634034_lociStitched	chr8	29629721	29634034	1	4314	1885.6436	5106	0
1_chr8_141350332_141355861_lociStitched	chr8	141350332	141355861	1	5530	1885.3890000000001	5107	0
1_chr8_145128217_145130077_lociStitched	chr8	145128217	145130077	1	1861	1884.5209999999997	5108	0
1_chr12_125237661_125241156_lociStitched	chr12	125237661	125241156	1	3496	1884.3875	5109	0
1_chr6_87391722_87395033_lociStitched	chr6	87391722	87395033	1	3312	1884.2901000000002	5110	0
1_chr1_27190973_27192918_lociStitched	chr1	27190973	27192918	1	1946	1883.44075	5111	0
1_chrX_153356836_153363181_lociStitched	chrX	153356836	153363181	1	6346	1883.4075000000005	5112	0
2_chr1_28318248_28321446_lociStitched	chr1	28304909	28321446	2	5087	1883.2886833333334	5113	0
1_chr22_50200997_50206749_lociStitched	chr22	50200997	50206749	1	5753	1882.5337333333337	5114	0
1_chr22_47068593_47071617_lociStitched	chr22	47068593	47071617	1	3025	1882.2888000000003	5115	0
1_chr4_148745753_148753770_lociStitched	chr4	148745753	148753770	1	8018	1881.7235166666667	5116	0
2_chr7_101545199_101547412_lociStitched	chr7	101545199	101557633	2	4795	1881.2641999999998	5117	0
1_chr11_76862277_76864984_lociStitched	chr11	76862277	76864984	1	2708	1881.0943	5118	0
1_chr11_34285626_34292665_lociStitched	chr11	34285626	34292665	1	7040	1880.9381166666665	5119	0
2_chr17_19962706_19963794_lociStitched	chr17	19962706	19978814	2	4626	1880.6090000000002	5120	0
3_chr10_66266529_66268657_lociStitched	chr10	66266529	66279803	3	3792	1880.4833333333336	5121	0
3_chr6_13307699_13308480_lociStitched	chr6	13290284	13308480	3	3415	1879.9500666666665	5122	0
1_chr7_81474264_81478038_lociStitched	chr7	81474264	81478038	1	3775	1879.8923000000002	5123	0
1_chr19_5826845_5829093_lociStitched	chr19	5826845	5829093	1	2249	1879.6652000000001	5124	0
chr11_6638088_6641285	chr11	6638088	6641285	1	3198	1879.5163000000002	5125	0
1_chr19_8942143_8944096_lociStitched	chr19	8942143	8944096	1	1954	1879.0138499999996	5126	0
3_chr13_113376760_113377929_lociStitched	chr13	113355143	113377929	3	3589	1878.7057000000002	5127	0
1_chr1_19274747_19278910_lociStitched	chr1	19274747	19278910	1	4164	1878.55375	5128	0
1_chr8_128770761_128773539_lociStitched	chr8	128770761	128773539	1	2779	1877.8354	5129	0
1_chr2_73510479_73512925_lociStitched	chr2	73510479	73512925	1	2447	1877.7534333333333	5130	0
1_chr7_149191520_149195396_lociStitched	chr7	149191520	149195396	1	3877	1877.7282000000002	5131	0
1_chr16_616305_621629_lociStitched	chr16	616305	621629	1	5325	1877.686066666667	5132	0
2_chr9_20394871_20402530_lociStitched	chr9	20378797	20402530	2	13322	1877.6758500000003	5133	0
1_chr5_40484415_40488546_lociStitched	chr5	40484415	40488546	1	4132	1877.6083500000002	5134	0
2_chr17_29818825_29822681_lociStitched	chr17	29818825	29836600	2	5348	1877.0400000000002	5135	0
1_chr10_89675113_89679896_lociStitched	chr10	89675113	89679896	1	4784	1876.6897666666666	5136	0
2_chr17_72508163_72511111_lociStitched	chr17	72508163	72518897	2	5978	1876.1243000000002	5137	0
1_chr3_47865785_47867764_lociStitched	chr3	47865785	47867764	1	1980	1875.99305	5138	0
1_chr1_156866714_156870441_lociStitched	chr1	156866714	156870441	1	3728	1875.7369833333335	5139	0
1_chr20_47802125_47805378_lociStitched	chr20	47802125	47805378	1	3254	1875.6798	5140	0
1_chr1_225654308_225656566_lociStitched	chr1	225654308	225656566	1	2259	1875.4571666666664	5141	0
1_chr12_26623553_26627250_lociStitched	chr12	26623553	26627250	1	3698	1875.4264833333334	5142	0
1_chr21_15953382_15957970_lociStitched	chr21	15953382	15957970	1	4589	1875.4214666666667	5143	0
3_chr2_192422273_192422849_lociStitched	chr2	192422273	192437571	3	6154	1873.7500333333335	5144	0
2_chr2_43244864_43246345_lociStitched	chr2	43240528	43246345	2	3832	1873.1709500000004	5145	0
1_chr12_9139220_9145864_lociStitched	chr12	9139220	9145864	1	6645	1871.6148	5146	0
3_chr10_28781341_28783833_lociStitched	chr10	28766954	28791891	3	5331	1871.52185	5147	0
1_chr1_101061207_101064103_lociStitched	chr1	101061207	101064103	1	2897	1871.491733333333	5148	0
2_chr12_66260559_66263544_lociStitched	chr12	66260559	66276886	2	5288	1870.8020833333333	5149	0
2_chr6_158663098_158664351_lociStitched	chr6	158652348	158664351	2	3120	1870.0674	5150	0
3_chr6_52376481_52377197_lociStitched	chr6	52369031	52383529	3	2874	1869.5171000000003	5151	0
1_chr10_20291444_20295097_lociStitched	chr10	20291444	20295097	1	3654	1869.2401000000002	5152	0
2_chr7_4659613_4661065_lociStitched	chr7	4650886	4661065	2	5499	1868.6947499999999	5153	0
1_chr19_37957325_37960946_lociStitched	chr19	37957325	37960946	1	3622	1868.1342499999998	5154	0
2_chr18_60798669_60799401_lociStitched	chr18	60798669	60807130	2	3320	1867.2016833333334	5155	0
1_chrX_65292655_65297339_lociStitched	chrX	65292655	65297339	1	4685	1866.261733333333	5156	0
1_chr15_63340151_63344904_lociStitched	chr15	63340151	63344904	1	4754	1865.7109333333335	5157	0
1_chr17_61042756_61045908_lociStitched	chr17	61042756	61045908	1	3153	1865.5112000000001	5158	0
1_chr20_17266854_17271702_lociStitched	chr20	17266854	17271702	1	4849	1864.5407999999998	5159	0
1_chr8_116439121_116442871_lociStitched	chr8	116439121	116442871	1	3751	1864.375	5160	0
1_chr9_139122352_139126330_lociStitched	chr9	139122352	139126330	1	3979	1864.2896999999996	5161	0
3_chr14_34512634_34513850_lociStitched	chr14	34512634	34530175	3	4015	1863.73125	5162	0
3_chr20_18551459_18552749_lociStitched	chr20	18551459	18571405	3	5987	1863.2888333333333	5163	0
3_chr3_6560289_6561140_lociStitched	chr3	6548842	6568971	3	4532	1863.2744333333333	5164	0
1_chr3_195945164_195948577_lociStitched	chr3	195945164	195948577	1	3414	1863.2135833333334	5165	0
1_chr17_30213902_30218230_lociStitched	chr17	30213902	30218230	1	4329	1863.204	5166	0
1_chr6_147090976_147093454_lociStitched	chr6	147090976	147093454	1	2479	1863.0017	5167	0
2_chr15_63897487_63899166_lociStitched	chr15	63897487	63904166	2	4361	1862.9957333333332	5168	0
1_chr1_115604831_115607882_lociStitched	chr1	115604831	115607882	1	3052	1862.5338	5169	0
2_chr11_129988668_129990047_lociStitched	chr11	129988668	129996038	2	4305	1862.521833333333	5170	0
chr12_7046020_7048106	chr12	7046020	7048106	1	2087	1862.3112666666668	5171	0
2_chr2_202015546_202016749_lociStitched	chr2	202015546	202023509	2	3393	1862.2802666666669	5172	0
2_chr22_32287013_32288340_lociStitched	chr22	32287013	32293038	2	4679	1861.1225000000002	5173	0
2_chr16_56448353_56449773_lociStitched	chr16	56448353	56459374	2	4537	1861.0795333333328	5174	0
1_chr1_247372316_247375042_lociStitched	chr1	247372316	247375042	1	2727	1860.7676000000001	5175	0
2_chr19_12091744_12092891_lociStitched	chr19	12091744	12099850	2	3124	1860.5972000000002	5176	0
2_chr12_28387829_28388489_lociStitched	chr12	28387829	28397041	2	3473	1860.3633999999995	5177	0
1_chr1_52888631_52892365_lociStitched	chr1	52888631	52892365	1	3735	1859.967633333333	5178	0
2_chr4_151236089_151240579_lociStitched	chr4	151236089	151242528	2	4783	1859.4758833333333	5179	0
1_chr7_73506486_73510236_lociStitched	chr7	73506486	73510236	1	3751	1859.3125	5180	0
1_chr4_54858940_54862404_lociStitched	chr4	54858940	54862404	1	3465	1859.0710666666666	5181	0
1_chr6_28676740_28679382_lociStitched	chr6	28676740	28679382	1	2643	1858.9112000000002	5182	0
2_chr15_74206118_74207103_lociStitched	chr15	74206118	74217384	2	7192	1858.7022333333334	5183	0
1_chr3_40493601_40496026_lociStitched	chr3	40493601	40496026	1	2426	1858.2370833333332	5184	0
1_chr10_80120637_80123560_lociStitched	chr10	80120637	80123560	1	2924	1858.1511000000003	5185	0
1_chr3_99613165_99616774_lociStitched	chr3	99613165	99616774	1	3610	1857.1312499999997	5186	0
2_chr10_15335382_15338216_lociStitched	chr10	15331501	15338216	2	4617	1856.6975000000002	5187	0
1_chr8_134704426_134708411_lociStitched	chr8	134704426	134708411	1	3986	1856.6115000000002	5188	0
1_chr2_35072776_35075872_lociStitched	chr2	35072776	35075872	1	3097	1856.5164000000002	5189	0
1_chr13_21517063_21520934_lociStitched	chr13	21517063	21520934	1	3872	1855.4993333333332	5190	0
1_chr17_65740734_65745223_lociStitched	chr17	65740734	65745223	1	4490	1854.3310833333335	5191	0
1_chr20_48781907_48783911_lociStitched	chr20	48781907	48783911	1	2005	1854.2344	5192	0
2_chr13_114913403_114914581_lociStitched	chr13	114913403	114928398	2	2661	1854.1317499999998	5193	0
2_chr12_122370727_122372960_lociStitched	chr12	122364470	122372960	2	3936	1853.2254999999998	5194	0
3_chr4_2395172_2397570_lociStitched	chr4	2384417	2397570	3	4441	1852.8192666666666	5195	0
1_chr14_94492163_94496753_lociStitched	chr14	94492163	94496753	1	4591	1852.6005000000002	5196	0
1_chr14_101585931_101588542_lociStitched	chr14	101585931	101588542	1	2612	1851.7647166666666	5197	0
2_chr6_16030610_16032634_lociStitched	chr6	16030610	16044445	2	2792	1850.8924166666666	5198	0
1_chr1_202583942_202586334_lociStitched	chr1	202583942	202586334	1	2393	1849.9727999999998	5199	0
2_chr14_86400473_86401974_lociStitched	chr14	86400473	86416120	2	4536	1849.2146166666664	5200	0
1_chr2_108901779_108906549_lociStitched	chr2	108901779	108906549	1	4771	1848.057	5201	0
3_chr13_99966757_99968171_lociStitched	chr13	99966757	99978225	3	3391	1847.8770666666667	5202	0
2_chr21_40297150_40298772_lociStitched	chr21	40297150	40304455	2	4303	1847.6779999999999	5203	0
1_chrX_39349874_39352736_lociStitched	chrX	39349874	39352736	1	2863	1847.6595	5204	0
1_chr19_4539147_4542923_lociStitched	chr19	4539147	4542923	1	3777	1847.2821333333334	5205	0
1_chr6_84683722_84688559_lociStitched	chr6	84683722	84688559	1	4838	1847.00845	5206	0
2_chr7_151439083_151441821_lociStitched	chr7	151439083	151454011	2	4338	1846.8424000000002	5207	0
3_chr1_167788915_167790937_lociStitched	chr1	167788915	167799511	3	5658	1846.3530000000003	5208	0
1_chr4_23334213_23337580_lociStitched	chr4	23334213	23337580	1	3368	1846.0138666666664	5209	0
3_chr1_120551456_120554404_lociStitched	chr1	120551456	120567719	3	7836	1845.3084	5210	0
2_chr20_37575109_37578441_lociStitched	chr20	37573628	37578441	2	3588	1844.5822500000002	5211	0
1_chr9_98224335_98226039_lociStitched	chr9	98224335	98226039	1	1705	1843.8131999999998	5212	0
1_chr8_42945859_42950072_lociStitched	chr8	42945859	42950072	1	4214	1842.2746833333333	5213	0
1_chr2_27993921_27997662_lociStitched	chr2	27993921	27997662	1	3742	1841.8190000000002	5214	0
2_chr9_125793902_125800105_lociStitched	chr9	125788780	125800105	2	8747	1840.87875	5215	0
1_chr19_11304936_11309007_lociStitched	chr19	11304936	11309007	1	4072	1840.6347999999998	5216	0
1_chr13_52475798_52481825_lociStitched	chr13	52475798	52481825	1	6028	1839.74175	5217	0
1_chr17_21027460_21031740_lociStitched	chr17	21027460	21031740	1	4281	1839.6153333333334	5218	0
2_chr1_8583781_8586909_lociStitched	chr1	8580202	8586909	2	4069	1838.1651333333332	5219	0
1_chr2_213821359_213828059_lociStitched	chr2	213821359	213828059	1	6701	1837.8100000000002	5220	0
2_chr7_151092026_151092538_lociStitched	chr7	151092026	151103031	2	4261	1837.4681666666665	5221	0
1_chr3_57967953_57971621_lociStitched	chr3	57967953	57971621	1	3669	1837.1178	5222	0
2_chr11_14915821_14917600_lociStitched	chr11	14915821	14927917	2	3929	1836.1728000000003	5223	0
2_chr9_81872119_81873462_lociStitched	chr9	81872119	81881078	2	3865	1835.9977333333336	5224	0
1_chr14_107153790_107156462_lociStitched	chr14	107153790	107156462	1	2673	1834.6842666666664	5225	0
1_chr13_41237008_41242056_lociStitched	chr13	41237008	41242056	1	5049	1834.1066666666666	5226	0
1_chr20_1305065_1307244_lociStitched	chr20	1305065	1307244	1	2180	1832.3937333333336	5227	0
3_chr11_71696502_71698224_lociStitched	chr11	71688008	71707445	3	5720	1832.2612000000001	5228	0
1_chr10_95330848_95334887_lociStitched	chr10	95330848	95334887	1	4040	1832.1577166666666	5229	0
1_chr1_90307929_90310622_lociStitched	chr1	90307929	90310622	1	2694	1831.9132499999998	5230	0
2_chr4_8399943_8400831_lociStitched	chr4	8399943	8406193	2	4165	1831.5625	5231	0
3_chr12_12106484_12108055_lociStitched	chr12	12106484	12116884	3	4860	1831.4400000000003	5232	0
1_chr20_48762423_48764329_lociStitched	chr20	48762423	48764329	1	1907	1830.7447666666667	5233	0
chr14_95960854_95964038	chr14	95960854	95964038	1	3185	1830.375466666667	5234	0
2_chr1_1541531_1543369_lociStitched	chr1	1534542	1543369	2	3413	1829.9842166666667	5235	0
1_chr2_109646669_109650053_lociStitched	chr2	109646669	109650053	1	3385	1829.5596000000003	5236	0
1_chr22_22010905_22013050_lociStitched	chr22	22010905	22013050	1	2146	1828.2907500000001	5237	0
2_chr7_114571_116907_lociStitched	chr7	114571	120331	2	4427	1828.224	5238	0
1_chr2_33719089_33728121_lociStitched	chr2	33719089	33728121	1	9033	1827.9262666666666	5239	0
2_chr7_2119072_2119908_lociStitched	chr7	2119072	2128615	2	2584	1826.3711500000002	5240	0
2_chr17_2689484_2690506_lociStitched	chr17	2689484	2696295	2	4973	1826.0291	5241	0
2_chr16_30816506_30818209_lociStitched	chr16	30816506	30826423	2	3016	1825.5544166666666	5242	0
1_chr4_56497905_56504518_lociStitched	chr4	56497905	56504518	1	6614	1823.53475	5243	0
2_chr10_2926494_2929472_lociStitched	chr10	2926494	2941373	2	4841	1822.9254833333332	5244	0
3_chr1_228816474_228817518_lociStitched	chr1	228803841	228821245	3	3494	1822.7789333333337	5245	0
1_chr7_99430377_99433881_lociStitched	chr7	99430377	99433881	1	3505	1822.4304	5246	0
chr12_6872750_6878162	chr12	6872750	6878162	1	5413	1822.3105999999998	5247	0
2_chr10_100219469_100223415_lociStitched	chr10	100219469	100227360	2	4910	1821.374316666667	5248	0
2_chr12_121634138_121637138_lociStitched	chr12	121634138	121641116	2	4260	1821.3742999999997	5249	0
2_chr5_55788888_55791064_lociStitched	chr5	55775728	55791064	2	5426	1820.8944000000001	5250	0
1_chr7_125299722_125303646_lociStitched	chr7	125299722	125303646	1	3925	1820.6706000000001	5251	0
1_chr17_8939205_8942280_lociStitched	chr17	8939205	8942280	1	3076	1820.6049999999998	5252	0
2_chr6_158033535_158037342_lociStitched	chr6	158033535	158051992	2	6192	1820.475433333333	5253	0
1_chr10_6130954_6134308_lociStitched	chr10	6130954	6134308	1	3355	1819.0419	5254	0
1_chr1_161971730_161975325_lociStitched	chr1	161971730	161975325	1	3596	1818.7105000000001	5255	0
1_chr2_183900048_183904020_lociStitched	chr2	183900048	183904020	1	3973	1818.6463999999999	5256	0
2_chr3_152686383_152687110_lociStitched	chr3	152686383	152695604	2	3937	1818.073833333333	5257	0
1_chr16_72697556_72699657_lociStitched	chr16	72697556	72699657	1	2102	1817.9953000000003	5258	0
1_chr19_1894599_1898402_lociStitched	chr19	1894599	1898402	1	3804	1816.12265	5259	0
1_chr15_85173693_85177381_lociStitched	chr15	85173693	85177381	1	3689	1815.5409333333334	5260	0
1_chr17_4335639_4340908_lociStitched	chr17	4335639	4340908	1	5270	1815.0826833333333	5261	0
2_chr15_45941819_45943367_lociStitched	chr15	45928832	45943367	2	4126	1814.937	5262	0
2_chr6_24996408_24998407_lociStitched	chr6	24996408	25010617	2	6599	1814.7261166666667	5263	0
1_chr20_44437524_44442451_lociStitched	chr20	44437524	44442451	1	4928	1813.7108166666665	5264	0
3_chr13_49019533_49024148_lociStitched	chr13	49004577	49024148	3	9445	1812.2746	5265	0
1_chr15_83538315_83542483_lociStitched	chr15	83538315	83542483	1	4169	1811.0654666666662	5266	0
2_chr6_14276414_14277999_lociStitched	chr6	14270348	14277999	2	3513	1810.7366666666667	5267	0
1_chr4_154667098_154671449_lociStitched	chr4	154667098	154671449	1	4352	1810.5236166666666	5268	0
1_chr18_77709070_77712619_lociStitched	chr18	77709070	77712619	1	3550	1810.5223500000002	5269	0
1_chr9_135932781_135939261_lociStitched	chr9	135932781	135939261	1	6481	1810.512	5270	0
1_chr6_14210045_14212726_lociStitched	chr6	14210045	14212726	1	2682	1809.9431000000002	5271	0
2_chr12_23872521_23876452_lociStitched	chr12	23872521	23884174	2	4481	1809.1282499999998	5272	0
1_chr6_43691836_43694145_lociStitched	chr6	43691836	43694145	1	2310	1807.5621666666666	5273	0
1_chr22_33117776_33122029_lociStitched	chr22	33117776	33122029	1	4254	1807.2414666666666	5274	0
1_chr1_161128683_161132551_lociStitched	chr1	161128683	161132551	1	3869	1806.4204666666672	5275	0
1_chr8_11204048_11209404_lociStitched	chr8	11204048	11209404	1	5357	1806.311	5276	0
1_chr7_149560533_149564844_lociStitched	chr7	149560533	149564844	1	4312	1804.872	5277	0
1_chr14_37636450_37644003_lociStitched	chr14	37636450	37644003	1	7554	1804.1599333333336	5278	0
1_chr4_19993506_19996470_lociStitched	chr4	19993506	19996470	1	2965	1803.9891999999998	5279	0
1_chr7_111113940_111118220_lociStitched	chr7	111113940	111118220	1	4281	1803.3066666666666	5280	0
1_chr1_59548303_59551566_lociStitched	chr1	59548303	59551566	1	3264	1803.1337999999998	5281	0
2_chr6_5025694_5027277_lociStitched	chr6	5025694	5030958	2	2041	1802.8322666666663	5282	0
1_chr16_77710945_77715433_lociStitched	chr16	77710945	77715433	1	4489	1801.6328	5283	0
1_chr19_58330199_58332455_lociStitched	chr19	58330199	58332455	1	2257	1800.9648	5284	0
2_chr6_47388112_47389477_lociStitched	chr6	47381566	47389477	2	3039	1800.67545	5285	0
3_chr9_659351_661005_lociStitched	chr9	641388	661005	3	7651	1800.1867000000002	5286	0
3_chr12_102831657_102832743_lociStitched	chr12	102819102	102832743	3	4320	1799.9299500000004	5287	0
1_chr4_185187798_185191283_lociStitched	chr4	185187798	185191283	1	3486	1799.1312500000001	5288	0
1_chr10_124894029_124899618_lociStitched	chr10	124894029	124899618	1	5590	1799.0991000000001	5289	0
1_chr13_105790769_105793304_lociStitched	chr13	105790769	105793304	1	2536	1798.8782499999998	5290	0
1_chr1_205898399_205904160_lociStitched	chr1	205898399	205904160	1	5762	1798.8722500000001	5291	0
2_chr12_90149090_90152346_lociStitched	chr12	90149090	90154541	2	3424	1798.3757500000002	5292	0
2_chr16_3675584_3677714_lociStitched	chr16	3675584	3688420	2	3988	1797.8957333333335	5293	0
1_chr3_16191563_16194121_lociStitched	chr3	16191563	16194121	1	2559	1797.8903	5294	0
2_chrX_148607393_148608262_lociStitched	chrX	148593238	148608262	2	6230	1797.872	5295	0
1_chr8_26240018_26243743_lociStitched	chr8	26240018	26243743	1	3726	1797.6850000000002	5296	0
3_chr7_6435291_6436487_lociStitched	chr7	6421659	6436487	3	4744	1797.647866666667	5297	0
4_chr5_179554261_179554571_lociStitched	chr5	179554261	179589155	4	5275	1797.041	5298	0
2_chr4_170208482_170210578_lociStitched	chr4	170208482	170216097	2	5968	1797.0130833333333	5299	0
1_chr11_76884165_76888170_lociStitched	chr11	76884165	76888170	1	4006	1796.9767499999998	5300	0
2_chr7_38262315_38263315_lociStitched	chr7	38262315	38274096	2	3871	1796.6025000000002	5301	0
2_chr17_1011763_1015758_lociStitched	chr17	1011763	1018932	2	4357	1796.3124333333333	5302	0
1_chr6_138131454_138133895_lociStitched	chr6	138131454	138133895	1	2442	1795.8437000000004	5303	0
1_chr2_99120736_99126985_lociStitched	chr2	99120736	99126985	1	6250	1792.94225	5304	0
1_chr7_158989276_158991451_lociStitched	chr7	158989276	158991451	1	2176	1792.8162499999999	5305	0
1_chr19_17200103_17204117_lociStitched	chr19	17200103	17204117	1	4015	1792.6523999999997	5306	0
2_chr3_24389833_24390267_lociStitched	chr3	24389833	24395113	2	3991	1792.5600000000002	5307	0
1_chr17_25928884_25931203_lociStitched	chr17	25928884	25931203	1	2320	1792.0458999999998	5308	0
1_chr10_82287736_82291902_lociStitched	chr10	82287736	82291902	1	4167	1791.7271666666666	5309	0
1_chr2_25536772_25540099_lociStitched	chr2	25536772	25540099	1	3328	1791.0904499999997	5310	0
2_chr6_138052061_138054299_lociStitched	chr6	138040883	138054299	2	8315	1791.036	5311	0
1_chr16_73155733_73159147_lociStitched	chr16	73155733	73159147	1	3415	1790.9274999999998	5312	0
2_chr2_73927271_73932277_lociStitched	chr2	73927271	73944207	2	5534	1790.4174666666665	5313	0
1_chr9_71173634_71176411_lociStitched	chr9	71173634	71176411	1	2778	1790.3781833333335	5314	0
1_chr7_157109840_157114095_lociStitched	chr7	157109840	157114095	1	4256	1790.1494166666669	5315	0
2_chr10_26660521_26665084_lociStitched	chr10	26660521	26671446	2	8500	1790.06125	5316	0
1_chrX_95939278_95942389_lociStitched	chrX	95939278	95942389	1	3112	1789.91385	5317	0
3_chr6_75306110_75307000_lociStitched	chr6	75306110	75320619	3	5309	1789.4433333333334	5318	0
1_chr4_91048586_91051497_lociStitched	chr4	91048586	91051497	1	2912	1789.3431833333334	5319	0
3_chr19_17716440_17717969_lociStitched	chr19	17716440	17733614	3	2205	1788.9583333333333	5320	0
2_chr9_113762560_113765173_lociStitched	chr9	113755669	113765173	2	5839	1787.8608000000002	5321	0
2_chr16_27329595_27331487_lociStitched	chr16	27329595	27339737	2	4463	1787.5275000000001	5322	0
1_chr16_17106818_17109579_lociStitched	chr16	17106818	17109579	1	2762	1787.1492833333332	5323	0
3_chr5_59059325_59065248_lociStitched	chr5	59046457	59065248	3	10571	1786.710916666667	5324	0
1_chr3_138403423_138407086_lociStitched	chr3	138403423	138407086	1	3664	1786.1398500000003	5325	0
1_chr2_123509731_123514728_lociStitched	chr2	123509731	123514728	1	4998	1785.5946666666666	5326	0
1_chr12_49483916_49487584_lociStitched	chr12	49483916	49487584	1	3669	1784.9099333333331	5327	0
1_chr7_100289513_100292561_lociStitched	chr7	100289513	100292561	1	3049	1784.4516	5328	0
1_chr20_55040333_55044957_lociStitched	chr20	55040333	55044957	1	4625	1784.3245333333336	5329	0
2_chr20_35898304_35900518_lociStitched	chr20	35898304	35904760	2	4823	1784.2232000000001	5330	0
1_chrX_77905199_77909983_lociStitched	chrX	77905199	77909983	1	4785	1783.236	5331	0
1_chr6_28234060_28237875_lociStitched	chr6	28234060	28237875	1	3816	1783.1945833333336	5332	0
2_chr4_116242044_116249553_lociStitched	chr4	116242044	116252205	2	8555	1782.2394000000002	5333	0
1_chr5_150437745_150441661_lociStitched	chr5	150437745	150441661	1	3917	1781.7147333333335	5334	0
1_chr21_46969713_46972292_lociStitched	chr21	46969713	46972292	1	2580	1781.5731999999998	5335	0
1_chr12_64611425_64616389_lociStitched	chr12	64611425	64616389	1	4965	1781.4141333333334	5336	0
3_chrX_64742916_64744147_lociStitched	chrX	64738154	64750238	3	5644	1781.3829999999998	5337	0
1_chr9_130787756_130791706_lociStitched	chr9	130787756	130791706	1	3951	1780.5941666666668	5338	0
2_chr8_30240242_30245651_lociStitched	chr8	30240242	30254506	2	10337	1780.3849333333335	5339	0
1_chrX_107331613_107335530_lociStitched	chrX	107331613	107335530	1	3918	1780.0806499999999	5340	0
1_chr1_227583285_227585518_lociStitched	chr1	227583285	227585518	1	2234	1779.4777000000001	5341	0
1_chr11_16811158_16817744_lociStitched	chr11	16811158	16817744	1	6587	1779.4274333333335	5342	0
1_chr21_30686457_30690247_lociStitched	chr21	30686457	30690247	1	3791	1779.405	5343	0
1_chr16_89283149_89286891_lociStitched	chr16	89283149	89286891	1	3743	1778.6349666666665	5344	0
1_chr13_64626403_64631050_lociStitched	chr13	64626403	64631050	1	4648	1777.86475	5345	0
1_chr10_121296980_121299367_lociStitched	chr10	121296980	121299367	1	2388	1776.8032333333333	5346	0
1_chr12_58173932_58177309_lociStitched	chr12	58173932	58177309	1	3378	1776.3582833333337	5347	0
1_chr19_2694006_2696875_lociStitched	chr19	2694006	2696875	1	2870	1776.3413499999997	5348	0
1_chr3_184404198_184406938_lociStitched	chr3	184404198	184406938	1	2741	1774.9263333333336	5349	0
chr19_40922003_40924490	chr19	40922003	40924490	1	2488	1774.68175	5350	0
chr6_2748999_2755109	chr6	2748999	2755109	1	6111	1774.0384999999999	5351	0
2_chr6_131967090_131968501_lociStitched	chr6	131959160	131968501	2	5133	1773.8558999999998	5352	0
1_chr12_109548900_109554805_lociStitched	chr12	109548900	109554805	1	5906	1773.5667500000002	5353	0
1_chr12_121903319_121905970_lociStitched	chr12	121903319	121905970	1	2652	1773.5631833333337	5354	0
1_chr10_99301084_99304298_lociStitched	chr10	99301084	99304298	1	3215	1773.5387666666666	5355	0
2_chr17_77965696_77968221_lociStitched	chr17	77965696	77972212	2	4450	1773.2208	5356	0
chr17_76139566_76143259	chr17	76139566	76143259	1	3694	1773.19395	5357	0
1_chr10_88512287_88519535_lociStitched	chr10	88512287	88519535	1	7249	1772.0151999999998	5358	0
1_chr11_95068855_95071859_lociStitched	chr11	95068855	95071859	1	3005	1771.3086	5359	0
1_chr11_67452306_67455221_lociStitched	chr11	67452306	67455221	1	2916	1770.6681666666666	5360	0
2_chr15_90684924_90687549_lociStitched	chr15	90684924	90693262	2	4060	1770.4353333333331	5361	0
2_chr2_69138496_69139852_lociStitched	chr2	69134547	69139852	2	3665	1770.3669166666666	5362	0
1_chr1_72574293_72579538_lociStitched	chr1	72574293	72579538	1	5246	1769.92525	5363	0
1_chr11_110014397_110022599_lociStitched	chr11	110014397	110022599	1	8203	1769.8549	5364	0
1_chr11_121287678_121290124_lociStitched	chr11	121287678	121290124	1	2447	1768.8248999999996	5365	0
2_chr2_198010035_198011114_lociStitched	chr2	198010035	198018879	2	4015	1767.1786000000002	5366	0
2_chr6_31169753_31172823_lociStitched	chr6	31169753	31184704	2	4981	1766.9590166666667	5367	0
2_chr22_47329730_47332589_lociStitched	chr22	47329730	47339409	2	4341	1766.90145	5368	0
chr8_104149673_104154527	chr8	104149673	104154527	1	4855	1766.1279000000002	5369	0
1_chr22_24091847_24095938_lociStitched	chr22	24091847	24095938	1	4092	1766.0165166666666	5370	0
chr14_20880213_20884746	chr14	20880213	20884746	1	4534	1765.9057	5371	0
